TCI,HYDRO_GP,Transect,SPECIES,Year,medYear,time,mTCI
6,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.1
10,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.5625
10,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.64
5,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.08
5,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.08
7,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.24
10,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.525
9,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.42
9,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.375
10,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.525
10,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.525
11,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.6375
10,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.486
10,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.486
12,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.7225
9,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.45
9,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.45
12,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.765
8,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.36
8,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.36
10,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.486
10,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.486
10,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.6
9,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.42
10,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.64
11,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.5525
11,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.5525
11,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.68
9,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.42
11,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.68
9,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.45
9,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.45
10,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.6
9,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.45
9,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.45
11,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.675
7,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.24
7,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.24
10,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.5625
10,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.525
10,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.525
11,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.68
9,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.42
10,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.64
10,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.49
10,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.49
11,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.6375
9,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.45
9,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.45
10,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.64
7,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.2
7,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.2
10,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.64
7,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.2
7,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.2
11,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.675
6,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.1
6,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.1
10,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.6
6,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,0.1
6,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,0.1
11,Group 1,22,Eucalyptus largiflorens,2018,2018,0,0.6375
7,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.14
7,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.14
10,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.56
5,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.06
5,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.06
0,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
7,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.14
7,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.14
11,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6375
11,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6375
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.21
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.21
6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.07
6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.07
9,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.35
6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.12
6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.12
11,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.63
7,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.14
7,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.14
10,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6
4,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.04
4,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.04
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.28
7,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.14
7,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.14
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.3
4,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.04
4,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.04
6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.035
5,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.05
5,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.05
9,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.315
6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.12
6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.12
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.2275
6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.07
6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.07
0,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.12
6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.12
10,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.455
3,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.02
3,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.02
5,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.03
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.162
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.162
11,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
7,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.18
7,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.18
0,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.28
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.28
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.36
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.162
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.162
11,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.082
6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.082
10,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.52
9,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.243
9,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.243
11,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
9,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.182
9,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.182
11,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.12
6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.12
10,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6
7,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.14
7,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.14
11,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.63
7,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.15
7,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.15
11,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.68
7,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.14
7,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.14
11,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6375
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.21
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.21
11,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.6375
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.21
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.21
11,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.675
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.162
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.162
11,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.21
8,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.21
10,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.56
10,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,0.49
10,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,0.49
11,Group 1,4,Eucalyptus largiflorens,2018,2018,0,0.68
12,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,0.6561
12,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,0.6561
13,Group 1,4,Eucalyptus largiflorens,2018,2018,0,0.855
11,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,0.567
11,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,0.567
12,Group 1,4,Eucalyptus largiflorens,2018,2018,0,0.81
13,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,0.7371
13,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,0.7371
13,Group 1,4,Eucalyptus largiflorens,2018,2018,0,0.8075
11,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,0.567
11,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,0.567
11,Group 1,4,Eucalyptus largiflorens,2018,2018,0,0.595
11,Group 1,4,Eucalyptus largiflorens,2018,2018,0,0.68
8,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,0.225
8,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,0.225
11,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,0.6075
11,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,0.6075
12,Group 1,4,Eucalyptus largiflorens,2018,2018,0,0.765
10,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,0.5625
10,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,0.5625
11,Group 1,4,Eucalyptus largiflorens,2018,2018,0,0.68
9,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,0.42
11,Group 1,4,Eucalyptus largiflorens,2018,2018,0,0.72
12,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,0.6825
12,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,0.6825
12,Group 1,4,Eucalyptus largiflorens,2018,2018,0,0.76
8,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,0.21
8,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,0.21
12,Group 1,4,Eucalyptus largiflorens,2018,2018,0,0.7225
11,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,0.595
11,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,0.595
13,Group 1,4,Eucalyptus largiflorens,2018,2018,0,0.855
11,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,0.567
11,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,0.567
12,Group 1,4,Eucalyptus largiflorens,2018,2018,0,0.7225
12,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,0.637
12,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,0.637
12,Group 1,4,Eucalyptus largiflorens,2018,2018,0,0.76
10,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,0.5625
10,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,0.5625
13,Group 1,4,Eucalyptus largiflorens,2018,2018,0,0.8075
8,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.21
8,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.21
11,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.68
10,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.486
10,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.486
13,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.855
10,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.525
10,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.525
12,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.81
11,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.546
11,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.546
13,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.8075
11,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.567
11,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.567
12,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.765
7,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.15
7,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.15
10,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.64
8,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.36
8,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.36
11,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.68
9,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.42
11,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.68
8,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.195
8,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.195
11,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.6375
10,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.405
10,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.405
12,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.765
9,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.243
9,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.243
12,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.7225
6,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.12
6,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.12
10,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.64
7,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.15
7,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.15
10,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.6
11,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.546
11,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.546
13,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.8075
9,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.243
9,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.243
11,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.72
9,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.45
9,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.45
11,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.72
10,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.486
12,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.7125
10,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.6
7,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.14
7,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.14
10,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.525
9,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,0.42
10,Group 1,5,Eucalyptus largiflorens,2018,2018,0,0.6
9,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.42
11,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.68
7,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.18
7,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.18
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.64
8,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.36
8,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.36
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.64
6,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.09
6,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.09
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.486
10,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.486
11,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.675
8,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.36
8,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.36
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.6
8,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.21
8,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.21
11,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.68
7,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.18
7,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.18
11,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.6375
7,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.15
7,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.15
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.52
5,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.06
5,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.06
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.5625
8,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.21
8,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.21
11,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.595
7,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.14
7,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.14
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.5625
6,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.1
6,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.1
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.6
5,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.06
5,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.06
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.64
5,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.06
5,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.06
9,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.375
6,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.09
6,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.09
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.6
6,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.09
6,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.09
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.525
6,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.12
6,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.12
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.455
6,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.09
6,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.09
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.5625
6,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.09
6,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.09
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.6
6,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.1
6,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.1
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.6
9,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.42
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.64
8,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.36
8,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.36
11,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.6375
9,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.42
11,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.68
9,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.42
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.6
9,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.243
9,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.243
12,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.7225
7,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.18
7,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.18
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.64
9,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.42
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.64
9,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.42
10,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.6
12,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,0.637
12,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,0.637
12,Group 1,13,Eucalyptus largiflorens,2018,2018,0,0.7125
4,mixed,1,Eucalyptus largiflorens,2015,2018,-3,0.03
4,mixed,1,Eucalyptus largiflorens,2016,2018,-2,0.03
9,mixed,1,Eucalyptus largiflorens,2018,2018,0,0.3575
12,mixed,1,Eucalyptus largiflorens,2015,2018,-3,0.637
12,mixed,1,Eucalyptus largiflorens,2016,2018,-2,0.637
10,mixed,1,Eucalyptus largiflorens,2018,2018,0,0.5625
5,mixed,1,Eucalyptus largiflorens,2015,2018,-3,0.06
5,mixed,1,Eucalyptus largiflorens,2016,2018,-2,0.06
7,mixed,1,Eucalyptus largiflorens,2018,2018,0,0.13
6,mixed,1,Eucalyptus largiflorens,2015,2018,-3,0.12
6,mixed,1,Eucalyptus largiflorens,2016,2018,-2,0.12
9,mixed,1,Eucalyptus largiflorens,2018,2018,0,0.385
6,mixed,1,Eucalyptus largiflorens,2015,2018,-3,0.12
6,mixed,1,Eucalyptus largiflorens,2016,2018,-2,0.12
10,mixed,1,Eucalyptus largiflorens,2018,2018,0,0.5625
5,mixed,1,Eucalyptus largiflorens,2015,2018,-3,0.06
5,mixed,1,Eucalyptus largiflorens,2016,2018,-2,0.06
7,mixed,1,Eucalyptus largiflorens,2018,2018,0,0.1125
7,mixed,1,Eucalyptus largiflorens,2015,2018,-3,0.15
7,mixed,1,Eucalyptus largiflorens,2016,2018,-2,0.15
10,mixed,1,Eucalyptus largiflorens,2018,2018,0,0.4875
6,mixed,1,Eucalyptus largiflorens,2015,2018,-3,0.1
6,mixed,1,Eucalyptus largiflorens,2016,2018,-2,0.1
10,mixed,1,Eucalyptus largiflorens,2018,2018,0,0.4875
6,mixed,1,Eucalyptus largiflorens,2015,2018,-3,0.1
6,mixed,1,Eucalyptus largiflorens,2016,2018,-2,0.1
9,mixed,1,Eucalyptus largiflorens,2018,2018,0,0.375
