residual,mTCI,time,HydroGp,Transect,Species,standResid
-0.28046100149074865,0.06,-0.5,Group 2,16,RRG,-1.4812714317368558
0.03143360098391512,0.665,1.5,Group 2,16,RRG,0.379542977120678
-0.13390830272808052,0.06,-1.5,Group 2,16,RRG,-0.7072446516597751
-0.14546100149074864,0.195,-0.5,Group 2,16,RRG,-0.7682609161159457
0.07893360098391511,0.7125,1.5,Group 2,16,RRG,0.9530786475154716
0.0010916972719194895,0.195,-1.5,Group 2,16,RRG,0.005765863961135232
0.046433600983915135,0.68,1.5,Group 2,16,RRG,0.560659504613771
-0.21046100149074864,0.13,-0.5,Group 2,16,RRG,-1.1115622754889765
-0.06390830272808051,0.13,-1.5,Group 2,16,RRG,-0.33753549541189565
-0.14546100149074864,0.195,-0.5,Group 2,16,RRG,-0.7682609161159457
0.03143360098391512,0.665,1.5,Group 2,16,RRG,0.379542977120678
0.0010916972719194895,0.195,-1.5,Group 2,16,RRG,0.005765863961135232
-0.020461001490748643,0.32,-0.5,Group 2,16,RRG,-0.10806599424473261
0.003933600983915042,0.6375,1.5,Group 2,16,RRG,0.04749601005000703
0.1260916972719195,0.32,-1.5,Group 2,16,RRG,0.6659607858323484
-0.33546100149074864,0.005,-0.5,Group 2,16,RRG,-1.7717571973601898
-0.22106639901608494,0.4125,1.5,Group 2,16,RRG,-2.669251902346384
-0.1889083027280805,0.005,-1.5,Group 2,16,RRG,-0.9977304172831089
0.04203899850925136,0.3825,-0.5,Group 2,16,RRG,0.22203146669087395
-0.09356639901608488,0.54,1.5,Group 2,16,RRG,-1.1297614186550948
0.1885916972719195,0.3825,-1.5,Group 2,16,RRG,0.9960582467679551
-0.002961001490748627,0.3375,-0.5,Group 2,16,RRG,-0.015638705182762683
0.17393360098391508,0.8075,1.5,Group 2,16,RRG,2.1001499883050587
0.1435916972719195,0.3375,-1.5,Group 2,16,RRG,0.7583880748943184
-0.24046100149074864,0.1,-0.5,Group 2,16,RRG,-1.2700090567380677
-0.07356639901608486,0.56,1.5,Group 2,16,RRG,-0.8882727153309711
-0.09390830272808051,0.1,-1.5,Group 2,16,RRG,-0.4959822766609868
0.017987556157673334,0.61,-0.5,Group 5,17,RRG,0.11706538784825854
-0.0077573310067954315,0.7125,1.5,Group 5,17,RRG,-0.09286525048168617
0.08210999973990785,0.61,-1.5,Group 5,17,RRG,0.5343827077739087
0.24560999973990782,0.7735,-1.5,Group 5,17,RRG,1.5984622717465407
0.1814875561576733,0.7735,-0.5,Group 5,17,RRG,1.1811449518208903
0.039742668993204555,0.76,1.5,Group 5,17,RRG,0.47577097169524085
0.1079875561576733,0.7,-0.5,Group 5,17,RRG,0.7027972579249364
-0.09025733100679545,0.63,1.5,Group 5,17,RRG,-1.0804965837363494
0.17210999973990782,0.7,-1.5,Group 5,17,RRG,1.1201145778505868
0.20920999973990784,0.7371,-1.5,Group 5,17,RRG,1.3615662709599732
0.14508755615767333,0.7371,-0.5,Group 5,17,RRG,0.9442489510343228
0.029742668993204546,0.75,1.5,Group 5,17,RRG,0.35605808281588763
-0.10089000026009215,0.427,-1.5,Group 5,17,RRG,-0.6566054280486703
-0.16501244384232666,0.427,-0.5,Group 5,17,RRG,-1.0739227479743203
0.04474266899320456,0.765,1.5,Group 5,17,RRG,0.5356274161349174
-0.03789000026009215,0.49,-1.5,Group 5,17,RRG,-0.24659311899499553
-0.10201244384232666,0.49,-0.5,Group 5,17,RRG,-0.6639104389206456
0.04474266899320456,0.765,1.5,Group 5,17,RRG,0.5356274161349174
0.1946099997399079,0.7225,-1.5,Group 5,17,RRG,1.2665475453697568
0.13048755615767338,0.7225,-0.5,Group 5,17,RRG,0.8492302254441064
0.0022426689932045774,0.7225,1.5,Group 5,17,RRG,0.026847638397667024
-2.573310067954804e-4,0.72,1.5,Group 5,17,RRG,-0.0030805838221719395
0.12820999973990788,0.6561,-1.5,Group 5,17,RRG,0.8344075878909629
0.06408755615767336,0.6561,-0.5,Group 5,17,RRG,0.41709026796531273
-0.03379000026009216,0.4941,-1.5,Group 5,17,RRG,-0.219909778247058
-0.09791244384232667,0.4941,-0.5,Group 5,17,RRG,-0.6372270981727081
-0.0827573310067955,0.6375,1.5,Group 5,17,RRG,-0.9907119170768351
-0.12789000026009212,0.4,-1.5,Group 5,17,RRG,-0.8323249890716735
-0.19201244384232663,0.4,-0.5,Group 5,17,RRG,-1.2496423089973234
-0.36275733100679547,0.3575,1.5,Group 5,17,RRG,-4.342672805698721
0.1946099997399079,0.7225,-1.5,Group 5,17,RRG,1.2665475453697568
0.13048755615767338,0.7225,-0.5,Group 5,17,RRG,0.8492302254441064
-0.0077573310067954315,0.7125,1.5,Group 5,17,RRG,-0.09286525048168617
-0.4478900002600921,0.08,-1.5,Group 5,17,RRG,-2.9149271937887518
-0.5120124438423267,0.08,-0.5,Group 5,17,RRG,-3.3322445137144014
-0.0077573310067954315,0.7125,1.5,Group 5,17,RRG,-0.09286525048168617
0.10910999973990787,0.637,-1.5,Group 5,17,RRG,0.7101022687969123
0.04498755615767336,0.637,-0.5,Group 5,17,RRG,0.2927849488712621
0.029742668993204546,0.75,1.5,Group 5,17,RRG,0.35605808281588763
0.10910999973990787,0.637,-1.5,Group 5,17,RRG,0.7101022687969123
0.04498755615767336,0.637,-0.5,Group 5,17,RRG,0.2927849488712621
-0.05525733100679542,0.665,1.5,Group 5,17,RRG,-0.6615014726586131
-0.01789000026009213,0.51,-1.5,Group 5,17,RRG,-0.11643048120017804
-0.08201244384232664,0.51,-0.5,Group 5,17,RRG,-0.5337478011258281
-0.05525733100679542,0.665,1.5,Group 5,17,RRG,-0.6615014726586131
0.24560999973990782,0.7735,-1.5,Group 5,17,RRG,1.5984622717465407
0.1814875561576733,0.7735,-0.5,Group 5,17,RRG,1.1811449518208903
-0.0077573310067954315,0.7125,1.5,Group 5,17,RRG,-0.09286525048168617
0.10910999973990787,0.637,-1.5,Group 5,17,RRG,0.7101022687969123
0.04498755615767336,0.637,-0.5,Group 5,17,RRG,0.2927849488712621
-0.0077573310067954315,0.7125,1.5,Group 5,17,RRG,-0.09286525048168617
-0.12289000026009211,0.405,-1.5,Group 5,17,RRG,-0.7997843296229692
-0.18701244384232663,0.405,-0.5,Group 5,17,RRG,-1.217101649548619
-0.0077573310067954315,0.7125,1.5,Group 5,17,RRG,-0.09286525048168617
-0.12289000026009211,0.405,-1.5,Group 5,17,RRG,-0.7997843296229692
-0.18701244384232663,0.405,-0.5,Group 5,17,RRG,-1.217101649548619
-0.0077573310067954315,0.7125,1.5,Group 5,17,RRG,-0.09286525048168617
-0.12289000026009211,0.405,-1.5,Group 5,17,RRG,-0.7997843296229692
-0.18701244384232663,0.405,-0.5,Group 5,17,RRG,-1.217101649548619
-0.0077573310067954315,0.7125,1.5,Group 5,17,RRG,-0.09286525048168617
0.12010999973990788,0.648,-1.5,Group 5,17,RRG,0.7816917195840619
0.05598755615767337,0.648,-0.5,Group 5,17,RRG,0.36437439965841173
0.039742668993204555,0.76,1.5,Group 5,17,RRG,0.47577097169524085
0.03210999973990791,0.56,-1.5,Group 5,17,RRG,0.2089761132868657
-0.0320124438423266,0.56,-0.5,Group 5,17,RRG,-0.20834120663878442
-0.04525733100679541,0.675,1.5,Group 5,17,RRG,-0.54178858377926
0.03210999973990791,0.56,-1.5,Group 5,17,RRG,0.2089761132868657
-0.0320124438423266,0.56,-0.5,Group 5,17,RRG,-0.20834120663878442
-0.0077573310067954315,0.7125,1.5,Group 5,17,RRG,-0.09286525048168617
-0.10789000026009216,0.42,-1.5,Group 5,17,RRG,-0.7021623512768564
-0.17201244384232667,0.42,-0.5,Group 5,17,RRG,-1.1194796712025064
-0.04525733100679541,0.675,1.5,Group 5,17,RRG,-0.54178858377926
0.10210999973990786,0.63,-1.5,Group 5,17,RRG,0.6645453455687262
0.03798755615767335,0.63,-0.5,Group 5,17,RRG,0.247228025643076
-0.22525733100679546,0.495,1.5,Group 5,17,RRG,-2.6966205836076163
0.06360999973990789,0.5915,-1.5,Group 5,17,RRG,0.4139822678137029
-5.124438423266264e-4,0.5915,-0.5,Group 5,17,RRG,-0.0033350521119472586
0.039742668993204555,0.76,1.5,Group 5,17,RRG,0.47577097169524085
0.06710999973990783,0.595,-1.5,Group 5,17,RRG,0.4367607294277956
0.13048755615767338,0.7225,-0.5,Group 5,17,RRG,0.8492302254441064
0.039742668993204555,0.76,1.5,Group 5,17,RRG,0.47577097169524085
0.29836658140244426,0.525,-1.5,Group 2,19,BB,1.572168501121865
0.17648287263577905,0.525,-0.5,Group 2,19,BB,0.9299326085424686
0.08271545510244871,0.675,1.5,Group 2,19,BB,0.630221072961238
-0.21163341859755574,0.015,-1.5,Group 2,19,BB,-1.1151496690409501
-0.33351712736422096,0.015,-0.5,Group 2,19,BB,-1.757385561620347
-0.5597845448975514,0.0325,1.5,Group 2,19,BB,-4.265079797669023
0.13336658140244423,0.36,-1.5,Group 2,19,BB,0.7027420343044833
0.011482872635779018,0.36,-0.5,Group 2,19,BB,0.06050614172508694
-0.19322841263057233,0.06,-1.5,Group 1,2,BB,-0.9825407764183461
-0.318195953580437,0.06,-0.5,Group 1,2,BB,-1.6179840998943913
-0.028131035480166156,0.6,1.5,Group 1,2,BB,-0.24435644428738304
0.10677158736942766,0.36,-1.5,Group 1,2,BB,0.5429193198101054
-0.01819595358043702,0.36,-0.5,Group 1,2,BB,-0.09252400366593964
0.09677158736942765,0.35,-1.5,Group 1,2,BB,0.4920706499358237
