mTCI,HYDRO_GP,Transect,SPECIES,Year,medYear,time,TCI
0.6,Group 2,19,Eucalyptus largiflorens,2018,2018,0,10
0.09,Group 2,19,Eucalyptus largiflorens,2015,2018,-3,6
0.09,Group 2,19,Eucalyptus largiflorens,2016,2018,-2,6
0.5625,Group 2,19,Eucalyptus largiflorens,2018,2018,0,10
0.91,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,14
0.91,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,14
0,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
0.5,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.5,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
0.637,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,12
0.637,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,12
0.63,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.665,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.91,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,14
0.91,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,14
0.91,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,14
0.91,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,14
0.7225,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.81,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,13
0.81,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,13
0,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
0.7371,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,13
0.7371,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,13
0.8,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.9,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,13
0.9,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,13
0.3,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,8
0.81,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,13
0.81,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,13
0.76,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.81,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,13
0.81,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,13
0.35,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,9
0.7371,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,13
0.7371,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,13
0.7125,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.7371,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,13
0.7371,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,13
0.675,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.7371,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,13
0.7371,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,13
0.665,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.7371,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,13
0.7371,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,13
0.665,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.546,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.546,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.7125,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.637,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,12
0.637,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,12
0.675,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.6825,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,12
0.6825,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,12
0.7125,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.9,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,13
0.9,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,13
0.665,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.63,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.49,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.63,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.36,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.36,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.8075,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,13
0.637,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,12
0.637,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,12
0.7225,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.8281,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,14
0.8281,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,14
0.72,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.675,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.675,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.7125,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.819,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,13
0.819,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,13
0,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
0.63,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.63,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.76,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.45,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,10
0.45,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,10
0.665,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.675,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.675,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.7125,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,12
0.164,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.164,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.51,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.49,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,10
0.49,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,10
0.64,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.6075,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,11
0.6075,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,11
0.8075,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,13
0.35,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,9
0.35,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,9
0.7225,Group 1,2,Eucalyptus largiflorens,2018,2018,0,12
0.6375,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,11
0.6375,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,11
0.8075,Group 1,2,Eucalyptus largiflorens,2018,2018,0,13
0.42,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,9
0.42,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,9
0.8075,Group 1,2,Eucalyptus largiflorens,2018,2018,0,13
0.24,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,7
0.24,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,7
0.68,Group 1,2,Eucalyptus largiflorens,2018,2018,0,11
0.6075,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,11
0.6075,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,11
0.81,Group 1,2,Eucalyptus largiflorens,2018,2018,0,12
0.486,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,10
0.486,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,10
0.765,Group 1,2,Eucalyptus largiflorens,2018,2018,0,12
0.15,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,7
0.15,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,7
0.68,Group 1,2,Eucalyptus largiflorens,2018,2018,0,11
0.24,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,7
0.24,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,7
0.72,Group 1,2,Eucalyptus largiflorens,2018,2018,0,11
0.35,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,9
0.35,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,9
0.855,Group 1,2,Eucalyptus largiflorens,2018,2018,0,13
0.546,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,11
0.546,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,11
0.8075,Group 1,2,Eucalyptus largiflorens,2018,2018,0,13
0.2,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,7
0.2,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,7
0.68,Group 1,2,Eucalyptus largiflorens,2018,2018,0,11
0.123,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,7
0.123,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,7
0.6375,Group 1,2,Eucalyptus largiflorens,2018,2018,0,11
0.546,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,11
0.546,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,11
0.8075,Group 1,2,Eucalyptus largiflorens,2018,2018,0,13
0.405,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,10
0.405,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,10
0.72,Group 1,2,Eucalyptus largiflorens,2018,2018,0,11
0.6825,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,12
0.6825,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,12
0.76,Group 1,2,Eucalyptus largiflorens,2018,2018,0,12
0.2,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,7
0.2,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,7
0.68,Group 1,2,Eucalyptus largiflorens,2018,2018,0,11
0.12,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,6
0.12,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,6
0.765,Group 1,2,Eucalyptus largiflorens,2018,2018,0,12
0.04,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,4
0.04,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,4
0.56,Group 1,2,Eucalyptus largiflorens,2018,2018,0,10
0.02,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,3
0.02,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,3
0.4125,Group 1,2,Eucalyptus largiflorens,2018,2018,0,9
0.08,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,5
0.08,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,5
0.36,Group 1,2,Eucalyptus largiflorens,2018,2018,0,9
0.1,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,6
0.1,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,6
0.68,Group 1,2,Eucalyptus largiflorens,2018,2018,0,11
0.21,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,8
0.21,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,8
0.6,Group 1,2,Eucalyptus largiflorens,2018,2018,0,10
0.18,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,7
0.18,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,7
0.68,Group 1,2,Eucalyptus largiflorens,2018,2018,0,11
0.06,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,5
0.06,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,5
0.6,Group 1,2,Eucalyptus largiflorens,2018,2018,0,10
0.273,Group 2,3,Acacia stenophylla,2015,2018,-3,10
0.273,Group 2,3,Acacia stenophylla,2016,2018,-2,10
0.3825,Group 2,3,Acacia stenophylla,2018,2018,0,10
0.0015,Group 2,3,Acacia stenophylla,2015,2018,-3,2
0.0015,Group 2,3,Acacia stenophylla,2016,2018,-2,2
0.18,Group 2,3,Acacia stenophylla,2018,2018,0,7
0.51,Group 2,3,Acacia stenophylla,2015,2018,-3,10
0.51,Group 2,3,Acacia stenophylla,2016,2018,-2,10
0.57,Group 2,3,Acacia stenophylla,2018,2018,0,11
0.225,Group 2,3,Acacia stenophylla,2015,2018,-3,8
0.225,Group 2,3,Acacia stenophylla,2016,2018,-2,8
0.495,Group 2,3,Acacia stenophylla,2018,2018,0,10
0.225,Group 2,3,Acacia stenophylla,2015,2018,-3,8
0.225,Group 2,3,Acacia stenophylla,2016,2018,-2,8
0.45,Group 2,3,Acacia stenophylla,2018,2018,0,10
0.24,Group 2,3,Acacia stenophylla,2015,2018,-3,7
0.24,Group 2,3,Acacia stenophylla,2016,2018,-2,7
0.45,Group 2,3,Acacia stenophylla,2018,2018,0,10
0.45,Group 2,3,Acacia stenophylla,2015,2018,-3,9
0.45,Group 2,3,Acacia stenophylla,2016,2018,-2,9
0.475,Group 2,3,Acacia stenophylla,2018,2018,0,11
0.18,Group 2,3,Acacia stenophylla,2015,2018,-3,7
0.18,Group 2,3,Acacia stenophylla,2016,2018,-2,7
0.45,Group 2,3,Acacia stenophylla,2018,2018,0,10
0.12,Group 2,3,Acacia stenophylla,2015,2018,-3,6
0.12,Group 2,3,Acacia stenophylla,2016,2018,-2,6
0.45,Group 2,3,Acacia stenophylla,2018,2018,0,10
0.06,Group 2,3,Acacia stenophylla,2015,2018,-3,5
0.06,Group 2,3,Acacia stenophylla,2016,2018,-2,5
0.09,Group 2,3,Acacia stenophylla,2018,2018,0,6
0.25,Group 2,3,Acacia stenophylla,2015,2018,-3,8
0.25,Group 2,3,Acacia stenophylla,2016,2018,-2,8
0.26,Group 2,3,Acacia stenophylla,2018,2018,0,8
0.15,Group 2,3,Acacia stenophylla,2015,2018,-3,7
0.15,Group 2,3,Acacia stenophylla,2016,2018,-2,7
0.32,Group 2,3,Acacia stenophylla,2018,2018,0,8
0.21,Group 2,3,Acacia stenophylla,2015,2018,-3,8
0.21,Group 2,3,Acacia stenophylla,2016,2018,-2,8
0.495,Group 2,3,Acacia stenophylla,2018,2018,0,10
0.42,Group 2,3,Acacia stenophylla,2015,2018,-3,9
0.42,Group 2,3,Acacia stenophylla,2016,2018,-2,9
0.495,Group 2,3,Acacia stenophylla,2018,2018,0,10
0.24,Group 2,3,Acacia stenophylla,2015,2018,-3,7
0.24,Group 2,3,Acacia stenophylla,2016,2018,-2,7
0.44,Group 2,3,Acacia stenophylla,2018,2018,0,9
0.25,Group 2,3,Acacia stenophylla,2015,2018,-3,8
0.25,Group 2,3,Acacia stenophylla,2016,2018,-2,8
0.5225,Group 2,3,Acacia stenophylla,2018,2018,0,11
0.6075,Group 2,3,Acacia stenophylla,2015,2018,-3,11
0.6075,Group 2,3,Acacia stenophylla,2016,2018,-2,11
0.495,Group 2,3,Acacia stenophylla,2018,2018,0,10
0.24,Group 2,3,Acacia stenophylla,2015,2018,-3,7
0.24,Group 2,3,Acacia stenophylla,2016,2018,-2,7
0.4275,Group 2,3,Acacia stenophylla,2018,2018,0,11
0.243,Group 2,3,Acacia stenophylla,2015,2018,-3,9
0.243,Group 2,3,Acacia stenophylla,2016,2018,-2,9
0.4275,Group 2,3,Acacia stenophylla,2018,2018,0,11
0.35,Group 2,3,Acacia stenophylla,2015,2018,-3,9
0.35,Group 2,3,Acacia stenophylla,2016,2018,-2,9
0.475,Group 2,3,Acacia stenophylla,2018,2018,0,11
0.243,Group 2,3,Acacia stenophylla,2015,2018,-3,9
0.243,Group 2,3,Acacia stenophylla,2016,2018,-2,9
0.405,Group 2,3,Acacia stenophylla,2018,2018,0,10
0.57,Group 2,3,Acacia stenophylla,2018,2018,0,11
0.42,Group 2,3,Acacia stenophylla,2015,2018,-3,9
0.42,Group 2,3,Acacia stenophylla,2016,2018,-2,9
0.25,Group 2,3,Acacia stenophylla,2015,2018,-3,8
0.25,Group 2,3,Acacia stenophylla,2016,2018,-2,8
0.44,Group 2,3,Acacia stenophylla,2018,2018,0,9
0.567,Group 2,3,Acacia stenophylla,2015,2018,-3,11
0.567,Group 2,3,Acacia stenophylla,2016,2018,-2,11
0.57,Group 2,3,Acacia stenophylla,2018,2018,0,11
0.405,Group 2,3,Acacia stenophylla,2015,2018,-3,10
0.405,Group 2,3,Acacia stenophylla,2016,2018,-2,10
0.57,Group 2,3,Acacia stenophylla,2018,2018,0,11
0.18,Group 2,14,Acacia stenophylla,2015,2018,-3,7
0.18,Group 2,14,Acacia stenophylla,2016,2018,-2,7
0.4875,Group 2,14,Acacia stenophylla,2018,2018,0,10
0.205,Group 2,14,Acacia stenophylla,2015,2018,-3,8
0.205,Group 2,14,Acacia stenophylla,2016,2018,-2,8
0.4675,Group 2,14,Acacia stenophylla,2018,2018,0,10
0.06,Group 2,14,Acacia stenophylla,2015,2018,-3,5
0.06,Group 2,14,Acacia stenophylla,2016,2018,-2,5
0,Group 2,14,Acacia stenophylla,2018,2018,0,0
0.205,Group 2,14,Acacia stenophylla,2015,2018,-3,8
0.205,Group 2,14,Acacia stenophylla,2016,2018,-2,8
0.52,Group 2,14,Acacia stenophylla,2018,2018,0,10
0.123,Group 2,14,Acacia stenophylla,2015,2018,-3,7
0.123,Group 2,14,Acacia stenophylla,2016,2018,-2,7
0.54,Group 2,14,Acacia stenophylla,2018,2018,0,10
0.3,Group 2,14,Acacia stenophylla,2015,2018,-3,8
0.3,Group 2,14,Acacia stenophylla,2016,2018,-2,8
0.54,Group 2,14,Acacia stenophylla,2018,2018,0,10
0.3075,Group 2,14,Acacia stenophylla,2015,2018,-3,9
0.3075,Group 2,14,Acacia stenophylla,2016,2018,-2,9
0.54,Group 2,14,Acacia stenophylla,2018,2018,0,10
0.01,Group 2,14,Acacia stenophylla,2015,2018,-3,2
0.01,Group 2,14,Acacia stenophylla,2016,2018,-2,2
0.0275,Group 2,14,Acacia stenophylla,2018,2018,0,5
0.06,Group 2,14,Acacia stenophylla,2015,2018,-3,5
0.06,Group 2,14,Acacia stenophylla,2016,2018,-2,5
0.585,Group 2,14,Acacia stenophylla,2018,2018,0,11
0.45,Group 2,14,Acacia stenophylla,2015,2018,-3,9
0.45,Group 2,14,Acacia stenophylla,2016,2018,-2,9
0.5225,Group 2,14,Acacia stenophylla,2018,2018,0,11
0.45,Group 2,14,Acacia stenophylla,2015,2018,-3,9
0.45,Group 2,14,Acacia stenophylla,2016,2018,-2,9
0.54,Group 2,14,Acacia stenophylla,2018,2018,0,10
0.486,Group 2,14,Acacia stenophylla,2015,2018,-3,10
0.486,Group 2,14,Acacia stenophylla,2016,2018,-2,10
0.665,Group 2,14,Acacia stenophylla,2018,2018,0,12
0.03,Group 2,14,Acacia stenophylla,2015,2018,-3,4
0.03,Group 2,14,Acacia stenophylla,2016,2018,-2,4
0.11,Group 2,14,Acacia stenophylla,2018,2018,0,6
0.405,Group 2,14,Acacia stenophylla,2015,2018,-3,10
0.405,Group 2,14,Acacia stenophylla,2016,2018,-2,10
0.45,Group 2,14,Acacia stenophylla,2018,2018,0,10
0.162,Group 2,14,Acacia stenophylla,2015,2018,-3,8
0.162,Group 2,14,Acacia stenophylla,2016,2018,-2,8
0.4275,Group 2,14,Acacia stenophylla,2018,2018,0,11
0.243,Group 2,14,Acacia stenophylla,2015,2018,-3,9
0.243,Group 2,14,Acacia stenophylla,2016,2018,-2,9
0.585,Group 2,14,Acacia stenophylla,2018,2018,0,11
0.486,Group 2,14,Acacia stenophylla,2015,2018,-3,10
0.486,Group 2,14,Acacia stenophylla,2016,2018,-2,10
0.585,Group 2,14,Acacia stenophylla,2018,2018,0,11
0.1,Group 2,14,Acacia stenophylla,2015,2018,-3,6
0.1,Group 2,14,Acacia stenophylla,2016,2018,-2,6
0.495,Group 2,14,Acacia stenophylla,2018,2018,0,10
0.12,Group 2,14,Acacia stenophylla,2015,2018,-3,6
0.12,Group 2,14,Acacia stenophylla,2016,2018,-2,6
0.4275,Group 2,14,Acacia stenophylla,2018,2018,0,11
0.3075,Group 2,14,Acacia stenophylla,2015,2018,-3,9
0.3075,Group 2,14,Acacia stenophylla,2016,2018,-2,9
0.54,Group 2,14,Acacia stenophylla,2018,2018,0,10
0.7371,Group 2,14,Acacia stenophylla,2015,2018,-3,13
0.7371,Group 2,14,Acacia stenophylla,2016,2018,-2,13
0.57,Group 2,14,Acacia stenophylla,2018,2018,0,11
0.18,Group 2,14,Acacia stenophylla,2015,2018,-3,7
0.18,Group 2,14,Acacia stenophylla,2016,2018,-2,7
0.45,Group 2,14,Acacia stenophylla,2018,2018,0,9
0.35,Group 2,14,Acacia stenophylla,2015,2018,-3,9
0.35,Group 2,14,Acacia stenophylla,2016,2018,-2,9
0.57,Group 2,14,Acacia stenophylla,2018,2018,0,11
0.3321,Group 2,14,Acacia stenophylla,2015,2018,-3,10
0.3321,Group 2,14,Acacia stenophylla,2016,2018,-2,10
0.57,Group 2,14,Acacia stenophylla,2018,2018,0,11
0.205,Group 2,14,Acacia stenophylla,2015,2018,-3,8
0.205,Group 2,14,Acacia stenophylla,2016,2018,-2,8
0.3575,Group 2,14,Acacia stenophylla,2018,2018,0,9
0.28,Group 2,14,Acacia stenophylla,2015,2018,-3,8
0.28,Group 2,14,Acacia stenophylla,2016,2018,-2,8
0.51,Group 2,14,Acacia stenophylla,2018,2018,0,10
0.28,Group 2,14,Acacia stenophylla,2015,2018,-3,8
0.28,Group 2,14,Acacia stenophylla,2016,2018,-2,8
0.51,Group 2,14,Acacia stenophylla,2018,2018,0,10
0.28,Group 2,14,Acacia stenophylla,2015,2018,-3,8
0.28,Group 2,14,Acacia stenophylla,2016,2018,-2,8
0.51,Group 2,14,Acacia stenophylla,2018,2018,0,10
0.12,Group 2,14,Acacia stenophylla,2015,2018,-3,6
0.12,Group 2,14,Acacia stenophylla,2016,2018,-2,6
0.54,Group 2,14,Acacia stenophylla,2018,2018,0,10
0.28,Group 2,14,Acacia stenophylla,2015,2018,-3,8
0.28,Group 2,14,Acacia stenophylla,2016,2018,-2,8
0.495,Group 2,14,Acacia stenophylla,2018,2018,0,10
0.42,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,9
0.42,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,9
0.64,Group 1,15,Eucalyptus largiflorens,2018,2018,0,10
0.3075,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,9
0.3075,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,9
0.6375,Group 1,15,Eucalyptus largiflorens,2018,2018,0,11
0.3,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,8
0.3,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,8
0.68,Group 1,15,Eucalyptus largiflorens,2018,2018,0,11
0.21,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,8
0.21,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,8
0.6,Group 1,15,Eucalyptus largiflorens,2018,2018,0,10
0.21,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,8
0.21,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,8
0.6375,Group 1,15,Eucalyptus largiflorens,2018,2018,0,11
0.246,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,8
0.246,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,8
0.64,Group 1,15,Eucalyptus largiflorens,2018,2018,0,10
0.45,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,9
0.45,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,9
0.5525,Group 1,15,Eucalyptus largiflorens,2018,2018,0,11
0.486,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,10
0.486,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,10
0.675,Group 1,15,Eucalyptus largiflorens,2018,2018,0,11
0.3,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,8
0.3,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,8
0.68,Group 1,15,Eucalyptus largiflorens,2018,2018,0,11
0.486,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,10
0.486,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,10
0.7225,Group 1,15,Eucalyptus largiflorens,2018,2018,0,12
0.3075,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,9
0.3075,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,9
0.68,Group 1,15,Eucalyptus largiflorens,2018,2018,0,11
0.04,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,4
0.04,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,4
0,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0
0.12,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,6
0.12,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,6
0.21,Group 1,15,Eucalyptus largiflorens,2018,2018,0,8
0.2,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,7
0.2,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,7
0.6,Group 1,15,Eucalyptus largiflorens,2018,2018,0,10
0.162,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,8
0.162,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,8
0.6375,Group 1,15,Eucalyptus largiflorens,2018,2018,0,11
0.405,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,10
0.405,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,10
0.6,Group 1,15,Eucalyptus largiflorens,2018,2018,0,10
0.405,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,10
0.405,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,10
0.6,Group 1,15,Eucalyptus largiflorens,2018,2018,0,10
0.06,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,5
0.06,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,5
0,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0
0.42,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,9
