mTCI,HYDRO_GP,Transect,SPECIES,Year,medYear,time,TCI
0.525,Group 1,22,Eucalyptus largiflorens,2018,2018,0,10
0.42,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,9
0.42,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,9
0.375,Group 1,22,Eucalyptus largiflorens,2018,2018,0,9
0.525,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,10
0.525,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,10
0.6375,Group 1,22,Eucalyptus largiflorens,2018,2018,0,11
0.486,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,10
0.486,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,10
0.7225,Group 1,22,Eucalyptus largiflorens,2018,2018,0,12
0.45,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,9
0.45,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,9
0.765,Group 1,22,Eucalyptus largiflorens,2018,2018,0,12
0.36,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,8
0.36,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,8
0.6,Group 1,22,Eucalyptus largiflorens,2018,2018,0,10
0.486,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,10
0.486,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,10
0.6,Group 1,22,Eucalyptus largiflorens,2018,2018,0,10
0.42,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,9
0.42,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,9
0.64,Group 1,22,Eucalyptus largiflorens,2018,2018,0,10
0.5525,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,11
0.5525,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,11
0.68,Group 1,22,Eucalyptus largiflorens,2018,2018,0,11
0.42,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,9
0.42,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,9
0.68,Group 1,22,Eucalyptus largiflorens,2018,2018,0,11
0.45,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,9
0.45,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,9
0.6,Group 1,22,Eucalyptus largiflorens,2018,2018,0,10
0.45,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,9
0.45,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,9
0.675,Group 1,22,Eucalyptus largiflorens,2018,2018,0,11
0.24,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,7
0.24,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,7
0.5625,Group 1,22,Eucalyptus largiflorens,2018,2018,0,10
0.525,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,10
0.525,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,10
0.68,Group 1,22,Eucalyptus largiflorens,2018,2018,0,11
0.42,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,9
0.42,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,9
0.64,Group 1,22,Eucalyptus largiflorens,2018,2018,0,10
0.49,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,10
0.49,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,10
0.6375,Group 1,22,Eucalyptus largiflorens,2018,2018,0,11
0.45,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,9
0.45,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,9
0.64,Group 1,22,Eucalyptus largiflorens,2018,2018,0,10
0.2,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,7
0.2,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,7
0.64,Group 1,22,Eucalyptus largiflorens,2018,2018,0,10
0.2,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,7
0.2,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,7
0.675,Group 1,22,Eucalyptus largiflorens,2018,2018,0,11
0.1,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,6
0.1,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,6
0.6,Group 1,22,Eucalyptus largiflorens,2018,2018,0,10
0.1,Group 1,22,Eucalyptus largiflorens,2015,2018,-3,6
0.1,Group 1,22,Eucalyptus largiflorens,2016,2018,-2,6
0.6375,Group 1,22,Eucalyptus largiflorens,2018,2018,0,11
0.14,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.14,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.56,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.06,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,5
0.06,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,5
0,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
0.14,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.14,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.6375,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.6375,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.21,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.21,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.07,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,6
0.07,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,6
0.35,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,9
0.12,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,6
0.12,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,6
0.63,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.14,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.14,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.04,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,4
0.04,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,4
0.28,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,8
0.14,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.14,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.3,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,8
0.04,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,4
0.04,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,4
0.035,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,6
0.05,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,5
0.05,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,5
0.315,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,9
0.12,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,6
0.12,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,6
0.2275,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,8
0.07,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,6
0.07,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,6
0,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
0.12,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,6
0.12,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,6
0.455,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.02,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,3
0.02,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,3
0.03,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,5
0.162,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.162,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.72,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.18,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.18,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
0.28,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.28,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.36,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,8
0.162,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.162,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.72,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.082,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,6
0.082,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,6
0.52,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.243,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,9
0.243,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,9
0.72,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.182,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,9
0.182,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,9
0.72,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.12,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,6
0.12,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,6
0.6,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.14,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.14,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.63,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.15,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.15,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.68,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.14,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,7
0.14,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,7
0.6375,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.21,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.21,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.6375,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.21,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.21,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.675,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.162,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.162,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.72,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,11
0.21,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,8
0.21,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,8
0.56,mixed,23,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,10
0.49,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,10
0.49,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,10
0.68,Group 1,4,Eucalyptus largiflorens,2018,2018,0,11
0.6561,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,12
0.6561,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,12
0.855,Group 1,4,Eucalyptus largiflorens,2018,2018,0,13
0.567,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,11
0.567,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,11
0.81,Group 1,4,Eucalyptus largiflorens,2018,2018,0,12
0.7371,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,13
0.7371,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,13
0.8075,Group 1,4,Eucalyptus largiflorens,2018,2018,0,13
0.567,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,11
0.567,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,11
0.595,Group 1,4,Eucalyptus largiflorens,2018,2018,0,11
0.68,Group 1,4,Eucalyptus largiflorens,2018,2018,0,11
0.225,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,8
0.225,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,8
0.6075,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,11
0.6075,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,11
0.765,Group 1,4,Eucalyptus largiflorens,2018,2018,0,12
0.5625,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,10
0.5625,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,10
0.68,Group 1,4,Eucalyptus largiflorens,2018,2018,0,11
0.42,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,9
0.42,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,9
0.72,Group 1,4,Eucalyptus largiflorens,2018,2018,0,11
0.6825,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,12
0.6825,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,12
0.76,Group 1,4,Eucalyptus largiflorens,2018,2018,0,12
0.21,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,8
0.21,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,8
0.7225,Group 1,4,Eucalyptus largiflorens,2018,2018,0,12
0.595,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,11
0.595,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,11
0.855,Group 1,4,Eucalyptus largiflorens,2018,2018,0,13
0.567,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,11
0.567,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,11
0.7225,Group 1,4,Eucalyptus largiflorens,2018,2018,0,12
0.637,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,12
0.637,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,12
0.76,Group 1,4,Eucalyptus largiflorens,2018,2018,0,12
0.5625,Group 1,4,Eucalyptus largiflorens,2015,2018,-3,10
0.5625,Group 1,4,Eucalyptus largiflorens,2016,2018,-2,10
0.8075,Group 1,4,Eucalyptus largiflorens,2018,2018,0,13
0.21,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,8
0.21,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,8
0.68,Group 1,5,Eucalyptus largiflorens,2018,2018,0,11
0.486,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,10
0.486,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,10
0.855,Group 1,5,Eucalyptus largiflorens,2018,2018,0,13
0.525,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,10
0.525,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,10
0.81,Group 1,5,Eucalyptus largiflorens,2018,2018,0,12
0.546,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,11
0.546,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,11
0.8075,Group 1,5,Eucalyptus largiflorens,2018,2018,0,13
0.567,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,11
0.567,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,11
0.765,Group 1,5,Eucalyptus largiflorens,2018,2018,0,12
0.15,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,7
0.15,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,7
0.64,Group 1,5,Eucalyptus largiflorens,2018,2018,0,10
0.36,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,8
0.36,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,8
0.68,Group 1,5,Eucalyptus largiflorens,2018,2018,0,11
0.42,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,9
0.42,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,9
0.68,Group 1,5,Eucalyptus largiflorens,2018,2018,0,11
0.195,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,8
0.195,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,8
0.6375,Group 1,5,Eucalyptus largiflorens,2018,2018,0,11
0.405,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,10
0.405,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,10
0.765,Group 1,5,Eucalyptus largiflorens,2018,2018,0,12
0.243,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,9
0.243,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,9
0.7225,Group 1,5,Eucalyptus largiflorens,2018,2018,0,12
0.12,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,6
0.12,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,6
0.64,Group 1,5,Eucalyptus largiflorens,2018,2018,0,10
0.15,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,7
0.15,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,7
0.6,Group 1,5,Eucalyptus largiflorens,2018,2018,0,10
0.546,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,11
0.546,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,11
0.8075,Group 1,5,Eucalyptus largiflorens,2018,2018,0,13
0.243,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,9
0.243,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,9
0.72,Group 1,5,Eucalyptus largiflorens,2018,2018,0,11
0.45,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,9
0.45,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,9
0.72,Group 1,5,Eucalyptus largiflorens,2018,2018,0,11
0.486,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,10
0.7125,Group 1,5,Eucalyptus largiflorens,2018,2018,0,12
0.6,Group 1,5,Eucalyptus largiflorens,2018,2018,0,10
0.14,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,7
0.14,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,7
0.525,Group 1,5,Eucalyptus largiflorens,2018,2018,0,10
0.42,Group 1,5,Eucalyptus largiflorens,2015,2018,-3,9
0.42,Group 1,5,Eucalyptus largiflorens,2016,2018,-2,9
0.6,Group 1,5,Eucalyptus largiflorens,2018,2018,0,10
0.42,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,9
0.42,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,9
0.68,Group 1,13,Eucalyptus largiflorens,2018,2018,0,11
0.18,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,7
0.18,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,7
0.64,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.36,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,8
0.36,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,8
0.64,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.09,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,6
0.09,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,6
0.6,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.486,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,10
0.486,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,10
0.675,Group 1,13,Eucalyptus largiflorens,2018,2018,0,11
0.36,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,8
0.36,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,8
0.6,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.21,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,8
0.21,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,8
0.68,Group 1,13,Eucalyptus largiflorens,2018,2018,0,11
0.18,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,7
0.18,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,7
0.6375,Group 1,13,Eucalyptus largiflorens,2018,2018,0,11
0.15,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,7
0.15,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,7
0.52,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.06,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,5
0.06,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,5
0.5625,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.21,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,8
0.21,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,8
0.595,Group 1,13,Eucalyptus largiflorens,2018,2018,0,11
0.14,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,7
0.14,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,7
0.5625,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.1,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,6
0.1,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,6
0.6,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.06,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,5
0.06,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,5
0.64,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.06,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,5
0.06,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,5
0.375,Group 1,13,Eucalyptus largiflorens,2018,2018,0,9
0.09,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,6
0.09,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,6
0.6,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.09,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,6
0.09,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,6
0.525,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.12,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,6
0.12,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,6
0.455,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.09,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,6
0.09,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,6
0.5625,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.09,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,6
0.09,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,6
0.6,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.1,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,6
0.1,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,6
0.6,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.42,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,9
0.42,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,9
0.64,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.36,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,8
0.36,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,8
0.6375,Group 1,13,Eucalyptus largiflorens,2018,2018,0,11
0.42,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,9
0.42,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,9
0.68,Group 1,13,Eucalyptus largiflorens,2018,2018,0,11
0.42,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,9
0.42,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,9
0.6,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.243,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,9
0.243,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,9
0.7225,Group 1,13,Eucalyptus largiflorens,2018,2018,0,12
0.18,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,7
0.18,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,7
0.64,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.42,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,9
0.42,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,9
0.64,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.42,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,9
0.42,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,9
0.6,Group 1,13,Eucalyptus largiflorens,2018,2018,0,10
0.637,Group 1,13,Eucalyptus largiflorens,2015,2018,-3,12
0.637,Group 1,13,Eucalyptus largiflorens,2016,2018,-2,12
0.7125,Group 1,13,Eucalyptus largiflorens,2018,2018,0,12
0.03,mixed,1,Eucalyptus largiflorens,2015,2018,-3,4
0.03,mixed,1,Eucalyptus largiflorens,2016,2018,-2,4
0.3575,mixed,1,Eucalyptus largiflorens,2018,2018,0,9
0.637,mixed,1,Eucalyptus largiflorens,2015,2018,-3,12
0.637,mixed,1,Eucalyptus largiflorens,2016,2018,-2,12
0.5625,mixed,1,Eucalyptus largiflorens,2018,2018,0,10
0.06,mixed,1,Eucalyptus largiflorens,2015,2018,-3,5
0.06,mixed,1,Eucalyptus largiflorens,2016,2018,-2,5
0.13,mixed,1,Eucalyptus largiflorens,2018,2018,0,7
0.12,mixed,1,Eucalyptus largiflorens,2015,2018,-3,6
0.12,mixed,1,Eucalyptus largiflorens,2016,2018,-2,6
0.385,mixed,1,Eucalyptus largiflorens,2018,2018,0,9
0.12,mixed,1,Eucalyptus largiflorens,2015,2018,-3,6
0.12,mixed,1,Eucalyptus largiflorens,2016,2018,-2,6
0.5625,mixed,1,Eucalyptus largiflorens,2018,2018,0,10
0.06,mixed,1,Eucalyptus largiflorens,2015,2018,-3,5
0.06,mixed,1,Eucalyptus largiflorens,2016,2018,-2,5
0.1125,mixed,1,Eucalyptus largiflorens,2018,2018,0,7
0.15,mixed,1,Eucalyptus largiflorens,2015,2018,-3,7
0.15,mixed,1,Eucalyptus largiflorens,2016,2018,-2,7
0.4875,mixed,1,Eucalyptus largiflorens,2018,2018,0,10
0.1,mixed,1,Eucalyptus largiflorens,2015,2018,-3,6
0.1,mixed,1,Eucalyptus largiflorens,2016,2018,-2,6
0.4875,mixed,1,Eucalyptus largiflorens,2018,2018,0,10
0.1,mixed,1,Eucalyptus largiflorens,2015,2018,-3,6
0.1,mixed,1,Eucalyptus largiflorens,2016,2018,-2,6
0.375,mixed,1,Eucalyptus largiflorens,2018,2018,0,9
0.243,mixed,1,Eucalyptus largiflorens,2015,2018,-3,9
0.243,mixed,1,Eucalyptus largiflorens,2016,2018,-2,9
0.56,mixed,1,Eucalyptus largiflorens,2018,2018,0,10
0.21,mixed,1,Eucalyptus largiflorens,2015,2018,-3,8
0.21,mixed,1,Eucalyptus largiflorens,2016,2018,-2,8
0.44,mixed,1,Eucalyptus largiflorens,2018,2018,0,9
