residual,Density,time,HydroGp,Transect,Species,standResid
-0.0534332999182649,0.41,-0.5,Group 1,15,BB,-0.3265604383021957
0.030145761202932997,0.75,1.5,Group 1,15,BB,0.834100919971885
0.06633653712906129,0.4,-1.5,Group 1,15,BB,0.4054192549113216
-0.06343329991826485,0.4,-0.5,Group 1,15,BB,-0.3876759671581194
0.08014576120293304,0.8,1.5,Group 1,15,BB,2.217547359351782
-0.03366346287093874,0.3,-1.5,Group 1,15,BB,-0.20573603364791815
-0.16343329991826488,0.3,-0.5,Group 1,15,BB,-0.9988312557173592
0.030145761202932997,0.75,1.5,Group 1,15,BB,0.834100919971885
-0.03366346287093874,0.3,-1.5,Group 1,15,BB,-0.20573603364791815
-0.16343329991826488,0.3,-0.5,Group 1,15,BB,-0.9988312557173592
0.030145761202932997,0.75,1.5,Group 1,15,BB,0.834100919971885
0.07633653712906124,0.41,-1.5,Group 1,15,BB,0.4665347837672453
-0.0534332999182649,0.41,-0.5,Group 1,15,BB,-0.3265604383021957
0.08014576120293304,0.8,1.5,Group 1,15,BB,2.217547359351782
0.26633653712906125,0.6,-1.5,Group 1,15,BB,1.6277298320298004
0.1365667000817351,0.6,-0.5,Group 1,15,BB,0.8346346099603594
0.13014576120293297,0.85,1.5,Group 1,15,BB,3.6009937987316754
0.26633653712906125,0.6,-1.5,Group 1,15,BB,1.6277298320298004
0.1365667000817351,0.6,-0.5,Group 1,15,BB,0.8346346099603594
0.030145761202932997,0.75,1.5,Group 1,15,BB,0.834100919971885
0.16633653712906127,0.5,-1.5,Group 1,15,BB,1.016574543470561
0.036566700081735126,0.5,-0.5,Group 1,15,BB,0.22347932140111998
0.08014576120293304,0.8,1.5,Group 1,15,BB,2.217547359351782
0.26633653712906125,0.6,-1.5,Group 1,15,BB,1.6277298320298004
0.1365667000817351,0.6,-0.5,Group 1,15,BB,0.8346346099603594
0.13014576120293297,0.85,1.5,Group 1,15,BB,3.6009937987316754
0.07633653712906124,0.41,-1.5,Group 1,15,BB,0.4665347837672453
-0.0534332999182649,0.41,-0.5,Group 1,15,BB,-0.3265604383021957
0.08014576120293304,0.8,1.5,Group 1,15,BB,2.217547359351782
-0.13366346287093872,0.2,-1.5,Group 1,15,BB,-0.8168913222071575
-0.26343329991826486,0.2,-0.5,Group 1,15,BB,-1.6099865442765986
-0.03366346287093874,0.3,-1.5,Group 1,15,BB,-0.20573603364791815
-0.16343329991826488,0.3,-0.5,Group 1,15,BB,-0.9988312557173592
-0.019854238797067048,0.7,1.5,Group 1,15,BB,-0.5493455194080117
0.06633653712906129,0.4,-1.5,Group 1,15,BB,0.4054192549113216
-0.06343329991826485,0.4,-0.5,Group 1,15,BB,-0.3876759671581194
0.08014576120293304,0.8,1.5,Group 1,15,BB,2.217547359351782
-0.13366346287093872,0.2,-1.5,Group 1,15,BB,-0.8168913222071575
-0.26343329991826486,0.2,-0.5,Group 1,15,BB,-1.6099865442765986
0.030145761202932997,0.75,1.5,Group 1,15,BB,0.834100919971885
0.16633653712906127,0.5,-1.5,Group 1,15,BB,1.016574543470561
